Rivers,Gauge Sites,Date,Up Stream,Down Stream
CHENAB,Jammu Tavi,04-Jul-19,-,-
CHENAB,Marala,04-Jul-19,83749,53026
CHENAB,Khanki,04-Jul-19,35406,27444
CHENAB,Qadirabad,04-Jul-19,47163,25163
CHENAB,Trimmu,04-Jul-19,31306,15706
CHENAB,Punjnad,04-Jul-19,47066,32696
RAVI,Jassar,04-Jul-19,-,7101
RAVI,Balloki,04-Jul-19,39235,7335
RAVI,Sidhnai,04-Jul-19,15611,661
SUTLEJ,Sulemanki,04-Jul-19,14842,2889
SUTLEJ,Islam,04-Jul-19,1950,Nil
INDUS,Kalabagh,05-Jul-19,222882,214882
INDUS,Chashma,05-Jul-19,214947,208447
INDUS,Taunsa,05-Jul-19,170201,152772
INDUS,Guddu,05-Jul-19,153476,114376
INDUS,Sukkar,05-Jul-19,97255,46280
INDUS,Kotri,05-Jul-19,26835,Nil
JHELUM,Kotli,05-Jul-19,-,4790
JHELUM,Mangla,05-Jul-19,62000,26115
JHELUM,Rasul,05-Jul-19,22025,NIL
CHENAB,Jammu Tavi,05-Jul-19,-,-
CHENAB,Marala,05-Jul-19,83749,53026
CHENAB,Khanki,05-Jul-19,39224,31262
CHENAB,Qadirabad,05-Jul-19,49727,27727
CHENAB,Trimmu,05-Jul-19,29128,13528
CHENAB,Punjnad,05-Jul-19,47066,32696
RAVI,Jassar,05-Jul-19,-,7600
RAVI,Balloki,05-Jul-19,38955,6455
RAVI,Sidhnai,05-Jul-19,15611,661
SUTLEJ,Sulemanki,05-Jul-19,14945,2889
SUTLEJ,Islam,05-Jul-19,1850,Nil
INDUS,Kalabagh,05-Jul-19,237484,229484
INDUS,Chashma,05-Jul-19,211490,204990
INDUS,Taunsa,05-Jul-19,170201,152772
INDUS,Guddu,05-Jul-19,153476,114376
INDUS,Sukkar,05-Jul-19,97255,46280
INDUS,Kotri,05-Jul-19,26875,Nil
JHELUM,Kotli,05-Jul-19,-,4400
JHELUM,Mangla,05-Jul-19,60000,34715
JHELUM,Rasul,05-Jul-19,27366,5341
CHENAB,Jammu Tavi,05-Jul-19,-,-
CHENAB,Marala,05-Jul-19,76201,45478
CHENAB,Khanki,05-Jul-19,51600,43638
CHENAB,Qadirabad,05-Jul-19,53588,31588
CHENAB,Trimmu,05-Jul-19,33429,17829
CHENAB,Punjnad,05-Jul-19,46267,31897
RAVI,Jassar,05-Jul-19,-,6184
RAVI,Balloki,05-Jul-19,38955,6455
RAVI,Sidhnai,05-Jul-19,15611,661
SUTLEJ,Sulemanki,05-Jul-19,14945,2889
SUTLEJ,Islam,05-Jul-19,1850,Nil
INDUS,Kalabagh,05-Jul-19,231397,223397
INDUS,Chashma,05-Jul-19,212675,204937
INDUS,Taunsa,05-Jul-19,170201,152772
INDUS,Guddu,05-Jul-19,153476,114376
INDUS,Sukkar,05-Jul-19,99200,47700
INDUS,Kotri,05-Jul-19,26875,Nil
JHELUM,Kotli,05-Jul-19,-,5350
JHELUM,Mangla,05-Jul-19,56000,22515
JHELUM,Rasul,05-Jul-19,22025,Nil
CHENAB,Jammu Tavi,05-Jul-19,-,-
CHENAB,Marala,05-Jul-19,79975,49252
CHENAB,Khanki,05-Jul-19,52688,44726
CHENAB,Qadirabad,05-Jul-19,62553,40553
CHENAB,Trimmu,05-Jul-19,33429,17829
CHENAB,Punjnad,05-Jul-19,46267,31897
RAVI,Jassar,05-Jul-19,-,5845
RAVI,Balloki,05-Jul-19,38955,6455
RAVI,Sidhnai,05-Jul-19,15611,661
SUTLEJ,Sulemanki,05-Jul-19,14945,2889
SUTLEJ,Islam,05-Jul-19,1850,Nil
INDUS,Kalabagh,05-Jul-19,237484,229484
INDUS,Chashma,05-Jul-19,211490,204990
INDUS,Taunsa,05-Jul-19,170201,152772
INDUS,Guddu,05-Jul-19,153476,114376
INDUS,Sukkar,05-Jul-19,97255,46280
INDUS,Kotri,05-Jul-19,26875,Nil
JHELUM,Kotli,05-Jul-19,-,4400
JHELUM,Mangla,05-Jul-19,60000,34715
JHELUM,Rasul,05-Jul-19,27366,5341
CHENAB,Jammu Tavi,05-Jul-19,-,-
CHENAB,Marala,05-Jul-19,76201,45478
CHENAB,Khanki,05-Jul-19,51600,43638
CHENAB,Qadirabad,05-Jul-19,53588,31588
CHENAB,Trimmu,05-Jul-19,33429,17829
CHENAB,Punjnad,05-Jul-19,46267,31897
RAVI,Jassar,05-Jul-19,-,6184
RAVI,Balloki,05-Jul-19,38955,6455
RAVI,Sidhnai,05-Jul-19,15611,661
SUTLEJ,Sulemanki,05-Jul-19,14945,2889
SUTLEJ,Islam,05-Jul-19,1850,Nil
INDUS,Kalabagh,06-Jul-19,231397,223397
INDUS,Chashma,06-Jul-19,239410,232910
INDUS,Taunsa,06-Jul-19,170201,152772
INDUS,Guddu,06-Jul-19,155392,115336
INDUS,Sukkar,06-Jul-19,101703,49088
INDUS,Kotri,06-Jul-19,26875,Nil
JHELUM,Kotli,06-Jul-19,-,4790
JHELUM,Mangla,06-Jul-19,62000,15215
JHELUM,Rasul,06-Jul-19,21995,Nil
CHENAB,Jammu Tavi,06-Jul-19,-,-
CHENAB,Marala,06-Jul-19,77151,45478
CHENAB,Khanki,06-Jul-19,49802,41840
CHENAB,Qadirabad,06-Jul-19,64319,42319
CHENAB,Trimmu,06-Jul-19,33429,17829
CHENAB,Punjnad,06-Jul-19,46267,31897
RAVI,Jassar,06-Jul-19,-,6353
RAVI,Balloki,06-Jul-19,40110,8210
RAVI,Sidhnai,06-Jul-19,15711,661
SUTLEJ,Sulemanki,06-Jul-19,14945,2889
SUTLEJ,Islam,06-Jul-19,1425,Nil
INDUS,Kalabagh,06-Jul-19,240354,232354
INDUS,Chashma,06-Jul-19,222680,214942
INDUS,Taunsa,06-Jul-19,186958,168172
INDUS,Guddu,06-Jul-19,155392,115336
INDUS,Sukkar,06-Jul-19,101703,49088
INDUS,Kotri,06-Jul-19,26875,Nil
JHELUM,Kotli,06-Jul-19,-,4790
JHELUM,Mangla,06-Jul-19,64000,19115
JHELUM,Rasul,06-Jul-19,21995,Nil
CHENAB,Jammu Tavi,06-Jul-19,-,-
CHENAB,Marala,06-Jul-19,77128,45478
CHENAB,Khanki,06-Jul-19,56034,48072
CHENAB,Qadirabad,06-Jul-19,68031,46031
CHENAB,Trimmu,06-Jul-19,33429,17829
CHENAB,Punjnad,06-Jul-19,39272,24902
RAVI,Jassar,06-Jul-19,-,4407
RAVI,Balloki,06-Jul-19,40930,8830
RAVI,Sidhnai,06-Jul-19,15711,661
SUTLEJ,Sulemanki,06-Jul-19,14945,2889
SUTLEJ,Islam,06-Jul-19,1425,Nil
INDUS,Kalabagh,06-Jul-19,240354,232354
INDUS,Chashma,06-Jul-19,235560,229060
INDUS,Taunsa,06-Jul-19,186958,168172
INDUS,Guddu,06-Jul-19,155392,115336
INDUS,Sukkar,06-Jul-19,101703,49088
INDUS,Kotri,06-Jul-19,26875,Nil
JHELUM,Kotli,06-Jul-19,-,4530
JHELUM,Mangla,06-Jul-19,64900,17815
JHELUM,Rasul,06-Jul-19,16025,Nil
CHENAB,Jammu Tavi,06-Jul-19,-,-
CHENAB,Marala,06-Jul-19,77151,45478
CHENAB,Khanki,06-Jul-19,49802,41840
CHENAB,Qadirabad,06-Jul-19,68031,46031
CHENAB,Trimmu,06-Jul-19,33429,17829
CHENAB,Punjnad,06-Jul-19,39272,24902
RAVI,Jassar,06-Jul-19,-,3901
RAVI,Balloki,06-Jul-19,41330,8830
RAVI,Sidhnai,06-Jul-19,15711,661
SUTLEJ,Sulemanki,06-Jul-19,15042,2889
SUTLEJ,Islam,06-Jul-19,1425,Nil
INDUS,Kalabagh,06-Jul-19,240354,232354
INDUS,Chashma,06-Jul-19,236506,230006
INDUS,Taunsa,06-Jul-19,196555,177548
INDUS,Guddu,06-Jul-19,155392,115336
INDUS,Sukkar,06-Jul-19,101703,49088
INDUS,Kotri,06-Jul-19,26875,NIL
JHELUM,Kotli,06-Jul-19,-,4270
JHELUM,Mangla,06-Jul-19,64000,26015
JHELUM,Rasul,06-Jul-19,13025,NIL
CHENAB,Jammu Tavi,06-Jul-19,-,-
CHENAB,Marala,06-Jul-19,77501,45478
CHENAB,Khanki,06-Jul-19,46410,38448
CHENAB,Qadirabad,06-Jul-19,64319,42319
CHENAB,Trimmu,06-Jul-19,33429,17829
CHENAB,Punjnad,06-Jul-19,39272,24902
RAVI,Jassar,06-Jul-19,-,2635
RAVI,Balloki,06-Jul-19,41330,8830
RAVI,Sidhnai,06-Jul-19,15711,661
SUTLEJ,Sulemanki,06-Jul-19,15042,2889
SUTLEJ,Islam,06-Jul-19,1425,NIL
INDUS,Kalabagh,07-Jul-19,238440,230440
INDUS,Chashma,07-Jul-19,234813,228313
INDUS,Taunsa,07-Jul-19,205290,187234
INDUS,Guddu,07-Jul-19,155392,115336
INDUS,Sukkar,07-Jul-19,103571,51086
INDUS,Kotri,07-Jul-19,27025,Nil
JHELUM,Kotli,07-Jul-19,-,4530
JHELUM,Mangla,07-Jul-19,62000,18255
JHELUM,Rasul,07-Jul-19,13025,Nil
CHENAB,Jammu Tavi,07-Jul-19,-,-
CHENAB,Marala,07-Jul-19,77501,45478
CHENAB,Khanki,07-Jul-19,44750,36788
CHENAB,Qadirabad,07-Jul-19,64319,42319
CHENAB,Trimmu,07-Jul-19,33429,17829
CHENAB,Punjnad,07-Jul-19,29722,15352
RAVI,Jassar,07-Jul-19,-,3141
RAVI,Balloki,07-Jul-19,41330,8830
RAVI,Sidhnai,07-Jul-19,15711,661
SUTLEJ,Sulemanki,07-Jul-19,15042,2889
SUTLEJ,Islam,07-Jul-19,1625,Nil
INDUS,Kalabagh,07-Jul-19,251527,243527
INDUS,Chashma,07-Jul-19,251426,244926
INDUS,Taunsa,07-Jul-19,222615,203952
INDUS,Guddu,07-Jul-19,150817,112357
INDUS,Sukkar,07-Jul-19,104484,51699
INDUS,Kotri,07-Jul-19,28225,Nil
JHELUM,Kotli,07-Jul-19,-,4270
JHELUM,Mangla,07-Jul-19,60800,19415
JHELUM,Rasul,07-Jul-19,18366,5341
CHENAB,Jammu Tavi,07-Jul-19,-,-
CHENAB,Marala,07-Jul-19,70303,37930
CHENAB,Khanki,07-Jul-19,42810,34848
CHENAB,Qadirabad,07-Jul-19,44145,22145
CHENAB,Trimmu,07-Jul-19,40188,24588
CHENAB,Punjnad,07-Jul-19,19699,3699
RAVI,Jassar,07-Jul-19,-,1566
RAVI,Balloki,07-Jul-19,42210,9710
RAVI,Sidhnai,07-Jul-19,16045,995
SUTLEJ,Sulemanki,07-Jul-19,14436,2133
SUTLEJ,Islam,07-Jul-19,1350,Nil
INDUS,Kalabagh,07-Jul-19,246124,238124
INDUS,Chashma,07-Jul-19,256932,250432
INDUS,Taunsa,07-Jul-19,221736,203292
INDUS,Guddu,07-Jul-19,149783,111727
INDUS,Sukkar,07-Jul-19,104484,51699
INDUS,Kotri,07-Jul-19,28225,Nil
JHELUM,Kotli,07-Jul-19,-,4150
JHELUM,Mangla,07-Jul-19,64000,21615
JHELUM,Rasul,07-Jul-19,13025,Nil
CHENAB,Jammu Tavi,07-Jul-19,-,-
CHENAB,Marala,07-Jul-19,85399,53026
CHENAB,Khanki,07-Jul-19,42810,34848
CHENAB,Qadirabad,07-Jul-19,45442,23442
CHENAB,Trimmu,07-Jul-19,40188,24588
CHENAB,Punjnad,07-Jul-19,19699,3699
RAVI,Jassar,07-Jul-19,-,1660
RAVI,Balloki,07-Jul-19,41330,8830
RAVI,Sidhnai,07-Jul-19,16372,1322
SUTLEJ,Sulemanki,07-Jul-19,14436,2133
SUTLEJ,Islam,07-Jul-19,1350,Nil
INDUS,Kalabagh,07-Jul-19,253437,245437
INDUS,Chashma,07-Jul-19,260224,253724
INDUS,Taunsa,07-Jul-19,221736,203292
INDUS,Guddu,07-Jul-19,149783,111727
INDUS,Sukkar,07-Jul-19,104484,51699
INDUS,Kotri,07-Jul-19,28225,Nil
JHELUM,Kotli,07-Jul-19,-,4270
JHELUM,Mangla,07-Jul-19,61000,18315
JHELUM,Rasul,07-Jul-19,13025,Nil
CHENAB,Jammu Tavi,07-Jul-19,-,-
CHENAB,Marala,07-Jul-19,85749,53026
CHENAB,Khanki,07-Jul-19,42810,34848
CHENAB,Qadirabad,07-Jul-19,45442,23442
CHENAB,Trimmu,07-Jul-19,42003,26403
CHENAB,Punjnad,07-Jul-19,19699,3699
RAVI,Jassar,07-Jul-19,-,1847
RAVI,Balloki,07-Jul-19,41330,8830
RAVI,Sidhnai,07-Jul-19,16372,1322
SUTLEJ,Sulemanki,07-Jul-19,14436,2133
SUTLEJ,Islam,07-Jul-19,1350,Nil
INDUS,Kalabagh,08-Jul-19,240108,232108
INDUS,Chashma,08-Jul-19,256508,250008
INDUS,Taunsa,08-Jul-19,222615,203952
INDUS,Guddu,08-Jul-19,150817,112357
INDUS,Sukkar,08-Jul-19,104484,51699
INDUS,Kotri,08-Jul-19,28225,Nil
JHELUM,Kotli,08-Jul-19,-,4150
JHELUM,Mangla,08-Jul-19,55000,15315
JHELUM,Rasul,08-Jul-19,13025,Nil
CHENAB,Jammu Tavi,08-Jul-19,-,-
CHENAB,Marala,08-Jul-19,74077,41704
CHENAB,Khanki,08-Jul-19,39224,31262
CHENAB,Qadirabad,08-Jul-19,51846,29846
CHENAB,Trimmu,08-Jul-19,33429,17829
CHENAB,Punjnad,08-Jul-19,21529,5529
RAVI,Jassar,08-Jul-19,-,2888
RAVI,Balloki,08-Jul-19,42210,9710
RAVI,Sidhnai,08-Jul-19,16045,995
SUTLEJ,Sulemanki,08-Jul-19,14436,2133
SUTLEJ,Islam,08-Jul-19,1350,Nil
INDUS,Kalabagh,08-Jul-19,251527,243527
INDUS,Chashma,08-Jul-19,251426,244926
INDUS,Taunsa,08-Jul-19,222615,203952
INDUS,Guddu,08-Jul-19,150817,112357
INDUS,Sukkar,08-Jul-19,104484,51699
INDUS,Kotri,08-Jul-19,28225,Nil
JHELUM,Kotli,08-Jul-19,-,4270
JHELUM,Mangla,08-Jul-19,60800,19415
JHELUM,Rasul,08-Jul-19,18366,5341
CHENAB,Jammu Tavi,08-Jul-19,-,-
CHENAB,Marala,08-Jul-19,70303,37930
CHENAB,Khanki,08-Jul-19,42810,34848
CHENAB,Qadirabad,08-Jul-19,44145,22145
CHENAB,Trimmu,08-Jul-19,40188,24588
CHENAB,Punjnad,08-Jul-19,19699,3699
RAVI,Jassar,08-Jul-19,-,1566
RAVI,Balloki,08-Jul-19,42210,9710
RAVI,Sidhnai,08-Jul-19,16045,995
SUTLEJ,Sulemanki,08-Jul-19,14436,2133
SUTLEJ,Islam,08-Jul-19,1350,Nil
INDUS,Kalabagh,08-Jul-19,246124,238124
INDUS,Chashma,08-Jul-19,256932,250432
INDUS,Taunsa,08-Jul-19,221736,203292
INDUS,Guddu,08-Jul-19,149783,111727
INDUS,Sukkar,08-Jul-19,104484,51699
INDUS,Kotri,08-Jul-19,28225,Nil
JHELUM,Kotli,08-Jul-19,-,4150
JHELUM,Mangla,08-Jul-19,64000,21615
JHELUM,Rasul,08-Jul-19,13025,Nil
CHENAB,Jammu Tavi,08-Jul-19,-,-
CHENAB,Marala,08-Jul-19,85399,53026
CHENAB,Khanki,08-Jul-19,42810,34848
CHENAB,Qadirabad,08-Jul-19,45442,23442
CHENAB,Trimmu,08-Jul-19,40188,24588
CHENAB,Punjnad,08-Jul-19,19699,3699
RAVI,Jassar,08-Jul-19,-,1660
RAVI,Balloki,08-Jul-19,41330,8830
RAVI,Sidhnai,08-Jul-19,16372,1322
SUTLEJ,Sulemanki,08-Jul-19,14436,2133
SUTLEJ,Islam,08-Jul-19,1350,Nil
INDUS,Kalabagh,08-Jul-19,253437,245437
INDUS,Chashma,08-Jul-19,260224,253724
INDUS,Taunsa,08-Jul-19,221736,203292
INDUS,Guddu,08-Jul-19,149783,111727
INDUS,Sukkar,08-Jul-19,104484,51699
INDUS,Kotri,08-Jul-19,28225,Nil
JHELUM,Kotli,08-Jul-19,-,4270
JHELUM,Mangla,08-Jul-19,61000,18315
JHELUM,Rasul,08-Jul-19,13025,Nil
CHENAB,Jammu Tavi,08-Jul-19,-,-
CHENAB,Marala,08-Jul-19,85749,53026
CHENAB,Khanki,08-Jul-19,42810,34848
CHENAB,Qadirabad,08-Jul-19,45442,23442
CHENAB,Trimmu,08-Jul-19,42003,26403
CHENAB,Punjnad,08-Jul-19,19699,3699
RAVI,Jassar,08-Jul-19,-,1847
RAVI,Balloki,08-Jul-19,41330,8830
RAVI,Sidhnai,08-Jul-19,16372,1322
SUTLEJ,Sulemanki,08-Jul-19,14436,2133
SUTLEJ,Islam,08-Jul-19,1350,Nil
INDUS,Kalabagh,09-Jul-19,253437,245437
INDUS,Chashma,09-Jul-19,257733,251233
INDUS,Taunsa,09-Jul-19,227928,206205
INDUS,Guddu,09-Jul-19,149783,111727
INDUS,Sukkar,09-Jul-19,102300,50310
INDUS,Kotri,09-Jul-19,28225,Nil
JHELUM,Kotli,09-Jul-19,-,4660
JHELUM,Mangla,09-Jul-19,87000,21415
JHELUM,Rasul,09-Jul-19,18366,5341
CHENAB,Jammu Tavi,09-Jul-19,-,-
CHENAB,Marala,09-Jul-19,85749,53026
CHENAB,Khanki,09-Jul-19,44750,36788
CHENAB,Qadirabad,09-Jul-19,45442,23442
CHENAB,Trimmu,09-Jul-19,43903,28303
CHENAB,Punjnad,09-Jul-19,19699,3699
RAVI,Jassar,09-Jul-19,-,1847
RAVI,Balloki,09-Jul-19,40710,8210
RAVI,Sidhnai,09-Jul-19,16372,1322
SUTLEJ,Sulemanki,09-Jul-19,14436,2133
SUTLEJ,Islam,09-Jul-19,1450,Nil
INDUS,Kalabagh,09-Jul-19,253437,245437
INDUS,Chashma,09-Jul-19,256518,250018
INDUS,Taunsa,09-Jul-19,227928,206205
INDUS,Guddu,09-Jul-19,149783,111727
INDUS,Sukkar,09-Jul-19,102300,50310
INDUS,Kotri,09-Jul-19,28225,Nil
JHELUM,Kotli,09-Jul-19,-,5070
JHELUM,Mangla,09-Jul-19,77300,18715
JHELUM,Rasul,09-Jul-19,13025,Nil
CHENAB,Jammu Tavi,09-Jul-19,-,-
CHENAB,Marala,09-Jul-19,85651,53026
CHENAB,Khanki,09-Jul-19,51600,43638
CHENAB,Qadirabad,09-Jul-19,53056,31056
CHENAB,Trimmu,09-Jul-19,43903,28303
CHENAB,Punjnad,09-Jul-19,18055,2055
RAVI,Jassar,09-Jul-19,-,2035
RAVI,Balloki,09-Jul-19,40710,8210
RAVI,Sidhnai,09-Jul-19,16372,1322
SUTLEJ,Sulemanki,09-Jul-19,14436,2133
SUTLEJ,Islam,09-Jul-19,1450,Nil
INDUS,Kalabagh,09-Jul-19,252983,244983
INDUS,Chashma,09-Jul-19,256893,250393
INDUS,Taunsa,09-Jul-19,227372,205701
INDUS,Guddu,09-Jul-19,150614,112352
INDUS,Sukkar,09-Jul-19,102300,50310
INDUS,Kotri,09-Jul-19,28225,Nil
JHELUM,Kotli,09-Jul-19,-,4790
JHELUM,Mangla,09-Jul-19,68000,13315
JHELUM,Rasul,09-Jul-19,21015,7990
CHENAB,Jammu Tavi,09-Jul-19,-,-
CHENAB,Marala,09-Jul-19,96973,64348
CHENAB,Khanki,09-Jul-19,54525,46415
CHENAB,Qadirabad,09-Jul-19,54345,32345
CHENAB,Trimmu,09-Jul-19,41843,26243
CHENAB,Punjnad,09-Jul-19,18055,2055
RAVI,Jassar,09-Jul-19,-,1847
RAVI,Balloki,09-Jul-19,39575,7075
RAVI,Sidhnai,09-Jul-19,16372,1322
SUTLEJ,Sulemanki,09-Jul-19,14436,2133
SUTLEJ,Islam,09-Jul-19,1450,Nil
INDUS,Kalabagh,09-Jul-19,252983,244983
INDUS,Chashma,09-Jul-19,256548,250048
INDUS,Taunsa,09-Jul-19,227572,206035
INDUS,Guddu,09-Jul-19,150614,112352
INDUS,Sukkar,09-Jul-19,102300,50310
INDUS,Kotri,09-Jul-19,28225,Nil
JHELUM,Kotli,09-Jul-19,-,4660
JHELUM,Mangla,09-Jul-19,64600,15615
JHELUM,Rasul,09-Jul-19,12185,Nil
CHENAB,Jammu Tavi,09-Jul-19,-,-
CHENAB,Marala,09-Jul-19,97323,64348
CHENAB,Khanki,09-Jul-19,54525,46414
CHENAB,Qadirabad,09-Jul-19,56831,34831
CHENAB,Trimmu,09-Jul-19,40879,25279
CHENAB,Punjnad,09-Jul-19,18205,2055
RAVI,Jassar,09-Jul-19,-,2035
RAVI,Balloki,09-Jul-19,39575,7075
RAVI,Sidhnai,09-Jul-19,16372,1322
SUTLEJ,Sulemanki,09-Jul-19,14436,2133
SUTLEJ,Islam,09-Jul-19,1450,Nil
INDUS,Kalabagh,10-Jul-19,254070,246070
INDUS,Chashma,10-Jul-19,256944,250444
INDUS,Taunsa,10-Jul-19,242013,218889
INDUS,Guddu,10-Jul-19,153276,113915
INDUS,Sukkar,10-Jul-19,102300,50310
INDUS,Kotri,10-Jul-19,29675,Nil
JHELUM,Kotli,10-Jul-19,-,4660
JHELUM,Mangla,10-Jul-19,64600,13615
JHELUM,Rasul,10-Jul-19,10935,Nil
CHENAB,Jammu Tavi,10-Jul-19,-,-
CHENAB,Marala,10-Jul-19,97323,64348
CHENAB,Khanki,10-Jul-19,67817,59706
CHENAB,Qadirabad,10-Jul-19,56831,34831
CHENAB,Trimmu,10-Jul-19,34797,19197
CHENAB,Punjnad,10-Jul-19,18205,2055
RAVI,Jassar,10-Jul-19,-,2382
RAVI,Balloki,10-Jul-19,39575,7075
RAVI,Sidhnai,10-Jul-19,16372,1322
SUTLEJ,Sulemanki,10-Jul-19,14436,2133
SUTLEJ,Islam,10-Jul-19,1450,Nil
INDUS,Kalabagh,10-Jul-19,254070,246070
INDUS,Chashma,10-Jul-19,256443,249943
INDUS,Taunsa,10-Jul-19,248193,224488
INDUS,Guddu,10-Jul-19,157283,117922
INDUS,Sukkar,10-Jul-19,102300,50310
INDUS,Kotri,10-Jul-19,29675,Nil
JHELUM,Kotli,10-Jul-19,-,6550
JHELUM,Mangla,10-Jul-19,75000,11515
JHELUM,Rasul,10-Jul-19,9435,Nil
CHENAB,Jammu Tavi,10-Jul-19,-,-
CHENAB,Marala,10-Jul-19,97398,64348
CHENAB,Khanki,10-Jul-19,84929,76818
CHENAB,Qadirabad,10-Jul-19,70583,48583
CHENAB,Trimmu,10-Jul-19,34797,19197
CHENAB,Punjnad,10-Jul-19,18205,2055
RAVI,Jassar,10-Jul-19,-,2888
RAVI,Balloki,10-Jul-19,39575,7075
RAVI,Sidhnai,10-Jul-19,17033,1983
SUTLEJ,Sulemanki,10-Jul-19,14436,2153
SUTLEJ,Islam,10-Jul-19,1450,Nil
INDUS,Kalabagh,10-Jul-19,254889,246889
INDUS,Chashma,10-Jul-19,256546,250046
INDUS,Taunsa,10-Jul-19,248193,224488
INDUS,Guddu,10-Jul-19,157283,117922
INDUS,Sukkar,10-Jul-19,102300,50310
INDUS,Kotri,10-Jul-19,29675,Nil
JHELUM,Kotli,10-Jul-19,-,5640
JHELUM,Mangla,10-Jul-19,73400,14315
JHELUM,Rasul,10-Jul-19,8435,Nil
CHENAB,Jammu Tavi,10-Jul-19,-,-
CHENAB,Marala,10-Jul-19,97398,64348
CHENAB,Khanki,10-Jul-19,80066,71955
CHENAB,Qadirabad,10-Jul-19,82876,60876
CHENAB,Trimmu,10-Jul-19,32751,17151
CHENAB,Punjnad,10-Jul-19,18205,2055
RAVI,Jassar,10-Jul-19,-,4407
RAVI,Balloki,10-Jul-19,39575,7075
RAVI,Sidhnai,10-Jul-19,17033,1983
SUTLEJ,Sulemanki,10-Jul-19,14486,2133
SUTLEJ,Islam,10-Jul-19,1295,Nil
INDUS,Kalabagh,10-Jul-19,255980,247980
INDUS,Chashma,10-Jul-19,256697,250197
INDUS,Taunsa,10-Jul-19,248193,224488
INDUS,Guddu,10-Jul-19,157283,117922
INDUS,Sukkar,10-Jul-19,102300,50310
INDUS,Kotri,10-Jul-19,29675,Nil
JHELUM,Kotli,10-Jul-19,-,5070
JHELUM,Mangla,10-Jul-19,62000,10355
JHELUM,Rasul,10-Jul-19,8435,Nil
CHENAB,Jammu Tavi,10-Jul-19,-,-
CHENAB,Marala,10-Jul-19,93874,60574
CHENAB,Khanki,10-Jul-19,75719,67608
CHENAB,Qadirabad,10-Jul-19,82876,60876
CHENAB,Trimmu,10-Jul-19,32751,17151
CHENAB,Punjnad,10-Jul-19,18205,2055
RAVI,Jassar,10-Jul-19,-,4829
RAVI,Balloki,10-Jul-19,39575,7075
RAVI,Sidhnai,10-Jul-19,17033,1983
SUTLEJ,Sulemanki,10-Jul-19,14486,2133
SUTLEJ,Islam,10-Jul-19,1295,Nil
INDUS,Kalabagh,11-Jul-19,255025,247025
INDUS,Chashma,11-Jul-19,256428,249928
INDUS,Taunsa,11-Jul-19,248193,222988
INDUS,Guddu,11-Jul-19,164525,123444
INDUS,Sukkar,11-Jul-19,104020,51050
INDUS,Kotri,11-Jul-19,32795,Nil
JHELUM,Kotli,11-Jul-19,-,4790
JHELUM,Mangla,11-Jul-19,69000,10515
JHELUM,Rasul,11-Jul-19,8435,Nil
CHENAB,Jammu Tavi,11-Jul-19,-,-
CHENAB,Marala,11-Jul-19,86326,53026
CHENAB,Khanki,11-Jul-19,71727,63016
CHENAB,Qadirabad,11-Jul-19,80251,58251
CHENAB,Trimmu,11-Jul-19,30100,14500
CHENAB,Punjnad,11-Jul-19,18205,2055
RAVI,Jassar,11-Jul-19,-,5168
RAVI,Balloki,11-Jul-19,39575,7075
RAVI,Sidhnai,11-Jul-19,17033,1983
SUTLEJ,Sulemanki,11-Jul-19,14486,2133
SUTLEJ,Islam,11-Jul-19,1295,Nil
INDUS,Kalabagh,11-Jul-19,265428,257428
INDUS,Chashma,11-Jul-19,257922,250007
INDUS,Taunsa,11-Jul-19,248193,222988
INDUS,Guddu,11-Jul-19,166539,125458
INDUS,Sukkar,11-Jul-19,104020,51050
INDUS,Kotri,11-Jul-19,32795,Nil
JHELUM,Kotli,11-Jul-19,-,4660
JHELUM,Mangla,11-Jul-19,68600,9315
JHELUM,Rasul,11-Jul-19,8435,Nil
CHENAB,Jammu Tavi,11-Jul-19,-,-
CHENAB,Marala,11-Jul-19,86176,53026
CHENAB,Khanki,11-Jul-19,67491,59392
CHENAB,Qadirabad,11-Jul-19,77954,55954
CHENAB,Trimmu,11-Jul-19,30100,14500
CHENAB,Punjnad,11-Jul-19,18205,2055
RAVI,Jassar,11-Jul-19,-,3848
RAVI,Balloki,11-Jul-19,39575,7075
RAVI,Sidhnai,11-Jul-19,17033,1983
SUTLEJ,Sulemanki,11-Jul-19,14486,2133
SUTLEJ,Islam,11-Jul-19,1295,Nil
INDUS,Kalabagh,11-Jul-19,261476,253476
INDUS,Chashma,11-Jul-19,256273,249773
INDUS,Taunsa,11-Jul-19,248193,222988
INDUS,Guddu,11-Jul-19,170497,129318
INDUS,Sukkar,11-Jul-19,106700,53150
INDUS,Kotri,11-Jul-19,32795,Nil
JHELUM,Kotli,11-Jul-19,-,4530
JHELUM,Mangla,11-Jul-19,60000,11515
JHELUM,Rasul,11-Jul-19,8435,Nil
CHENAB,Jammu Tavi,11-Jul-19,-,-
CHENAB,Marala,11-Jul-19,89950,56800
CHENAB,Khanki,11-Jul-19,63800,55701
CHENAB,Qadirabad,11-Jul-19,71723,49723
CHENAB,Trimmu,11-Jul-19,30100,14500
CHENAB,Punjnad,11-Jul-19,18405,2055
RAVI,Jassar,11-Jul-19,-,2635
RAVI,Balloki,11-Jul-19,39575,7075
RAVI,Sidhnai,11-Jul-19,17033,1983
SUTLEJ,Sulemanki,11-Jul-19,14486,2133
