River,Gauge Site,Date,Up Stream,Down Stream
SUTLEJ,Bhakara**,19-Aug-22,-,-
SUTLEJ,Sulemanki,19-Aug-22,16733,6826
SUTLEJ,Islam,19-Aug-22,2720,1720
INDUS,Kalabagh,19-Aug-22,281096,276596
INDUS,Chashma,19-Aug-22,381336,366336
INDUS,Taunsa,19-Aug-22,441570,441570
INDUS,Taunsa,19-Aug-22,441570,441570
INDUS,Taunsa,19-Aug-22,441570,441570
INDUS,Taunsa,19-Aug-22,441570,441570
INDUS,Taunsa,19-Aug-22,441570,441570
INDUS,Taunsa,19-Aug-22,435078,435078
INDUS,Guddu,19-Aug-22,353920,353920
INDUS,Sukkar,19-Aug-22,344040,344040
INDUS,Kotri,19-Aug-22,215674,215674
JHELUM,Kotli,19-Aug-22,-,5643
JHELUM,Mangla,19-Aug-22,40000,9515
JHELUM,Rasul,19-Aug-22,3418,-
CHENAB,Marala,19-Aug-22,61180,43630
CHENAB,Khanki,19-Aug-22,70365,63589
CHENAB,Qadirabad,19-Aug-22,67031,51031
CHENAB,Trimmu,19-Aug-22,126318,118618
CHENAB,Punjnad,19-Aug-22,95932,90432
RAVI,Jassar,19-Aug-22,-,9964
RAVI,Shahdara,19-Aug-22,-,11230
RAVI,Balloki,19-Aug-22,46490,20390
RAVI,Sidhnai,19-Aug-22,16449,5949
SUTLEJ,Bhakara**,19-Aug-22,55770,20651
SUTLEJ,Sulemanki,19-Aug-22,16733,6826
SUTLEJ,Islam,19-Aug-22,3849,2849
INDUS,Kalabagh,19-Aug-22,269918,265418
INDUS,Chashma,19-Aug-22,396369,381369
INDUS,Taunsa,19-Aug-22,435078,435078
INDUS,Taunsa,19-Aug-22,435078,435078
INDUS,Taunsa,19-Aug-22,435078,435078
INDUS,Taunsa,19-Aug-22,435078,435078
INDUS,Taunsa,19-Aug-22,435078,435078
INDUS,Taunsa,19-Aug-22,494834,494834
INDUS,Guddu,19-Aug-22,358432,358432
INDUS,Sukkar,19-Aug-22,344040,344040
INDUS,Kotri,19-Aug-22,215674,215674
JHELUM,Kotli,19-Aug-22,-,5380
JHELUM,Mangla,19-Aug-22,38000,8715
JHELUM,Rasul,19-Aug-22,3568,Nil
CHENAB,Marala,19-Aug-22,97270,77376
CHENAB,Khanki,19-Aug-22,65422,58612
CHENAB,Qadirabad,19-Aug-22,67031,51031
CHENAB,Trimmu,19-Aug-22,126004,118304
CHENAB,Punjnad,19-Aug-22,95932,90432
RAVI,Jassar,19-Aug-22,-,10336
RAVI,Shahdara,19-Aug-22,-,9990
RAVI,Balloki,19-Aug-22,41270,14670
RAVI,Sidhnai,19-Aug-22,16638,5288
SUTLEJ,Bhakara**,19-Aug-22,-,-
SUTLEJ,Sulemanki,19-Aug-22,15802,5395
SUTLEJ,Islam,19-Aug-22,3849,2849
INDUS,Kalabagh,19-Aug-22,269918,265418
INDUS,Chashma,19-Aug-22,375426,359614
INDUS,Taunsa,19-Aug-22,435078,435078
INDUS,Guddu,19-Aug-22,358432,358432
INDUS,Sukkar,19-Aug-22,344040,344040
INDUS,Kotri,19-Aug-22,215674,215674
JHELUM,Kotli,19-Aug-22,-,5120
JHELUM,Mangla,19-Aug-22,29000,10715
JHELUM,Rasul,19-Aug-22,3568,Nil
CHENAB,Marala,19-Aug-22,86383,66330
CHENAB,Khanki,19-Aug-22,53538,6810
CHENAB,Qadirabad,19-Aug-22,62331,46331
CHENAB,Trimmu,19-Aug-22,126004,118304
CHENAB,Punjnad,19-Aug-22,95932,90432
RAVI,Jassar,19-Aug-22,-,10709
RAVI,Shahdara,19-Aug-22,-,7586
RAVI,Balloki,19-Aug-22,36585,9985
RAVI,Sidhnai,19-Aug-22,18060,6610
SUTLEJ,Bhakara**,19-Aug-22,-,-
SUTLEJ,Sulemanki,19-Aug-22,15802,5395
SUTLEJ,Islam,19-Aug-22,3949,2844
INDUS,Kalabagh,20-Aug-22,258688,254188
INDUS,Chashma,20-Aug-22,375020,359208
INDUS,Taunsa,20-Aug-22,435078,435078
INDUS,Taunsa,20-Aug-22,435078,435078
INDUS,Taunsa,20-Aug-22,435078,435078
INDUS,Taunsa,20-Aug-22,435078,435078
INDUS,Taunsa,20-Aug-22,435078,435078
INDUS,Taunsa,20-Aug-22,435078,435078
INDUS,Taunsa,20-Aug-22,435078,435078
INDUS,Taunsa,20-Aug-22,437672,437672
INDUS,Taunsa,20-Aug-22,437672,437672
INDUS,Taunsa,20-Aug-22,437672,437672
INDUS,Taunsa,20-Aug-22,437672,437672
INDUS,Guddu,20-Aug-22,361761,361761
INDUS,Sukkar,20-Aug-22,351102,351102
INDUS,Kotri,20-Aug-22,219327,219327
JHELUM,Kotli,20-Aug-22,-,5640
JHELUM,Mangla,20-Aug-22,26000,10355
JHELUM,Rasul,20-Aug-22,6568,Nil
CHENAB,Marala,20-Aug-22,76146,54336
CHENAB,Khanki,20-Aug-22,65422,58612
CHENAB,Qadirabad,20-Aug-22,53382,37382
CHENAB,Trimmu,20-Aug-22,120619,112919
CHENAB,Punjnad,20-Aug-22,95932,90432
RAVI,Jassar,20-Aug-22,-,10709
RAVI,Shahdara,20-Aug-22,-,9990
RAVI,Balloki,20-Aug-22,34880,8280
RAVI,Sidhnai,20-Aug-22,19913,8463
SUTLEJ,Bhakara**,20-Aug-22,-,-
SUTLEJ,Sulemanki,20-Aug-22,17763,7300
SUTLEJ,Islam,20-Aug-22,3949,2849
INDUS,Kalabagh,20-Aug-22,258688,254188
INDUS,Chashma,20-Aug-22,337347,321433
INDUS,Taunsa,20-Aug-22,437672,437672
INDUS,Taunsa,20-Aug-22,493694,493694
INDUS,Taunsa,20-Aug-22,493694,493694
INDUS,Taunsa,20-Aug-22,510111,510111
INDUS,Taunsa,20-Aug-22,510111,510111
INDUS,Taunsa,20-Aug-22,517704,517704
INDUS,Guddu,20-Aug-22,367974,367974
INDUS,Sukkar,20-Aug-22,351102,351102
INDUS,Kotri,20-Aug-22,226287,226287
JHELUM,Kotli,20-Aug-22,-,4870
JHELUM,Mangla,20-Aug-22,39000,10115
JHELUM,Rasul,20-Aug-22,6568,Nil
CHENAB,Marala,20-Aug-22,106163,83118
CHENAB,Khanki,20-Aug-22,65422,58612
CHENAB,Qadirabad,20-Aug-22,56314,40314
CHENAB,Trimmu,20-Aug-22,109522,100822
CHENAB,Punjnad,20-Aug-22,90508,84508
RAVI,Jassar,20-Aug-22,-,12571
RAVI,Shahdara,20-Aug-22,-,9990
RAVI,Balloki,20-Aug-22,33472,6872
RAVI,Sidhnai,20-Aug-22,19913,8463
SUTLEJ,Bhakara**,20-Aug-22,59129,20800
SUTLEJ,Sulemanki,20-Aug-22,17763,7300
SUTLEJ,Islam,20-Aug-22,3949,2849
INDUS,Kalabagh,20-Aug-22,257733,253233
INDUS,Chashma,20-Aug-22,342973,327973
INDUS,Taunsa,20-Aug-22,517704,517704
INDUS,Taunsa,20-Aug-22,517704,517704
INDUS,Taunsa,20-Aug-22,517704,517704
INDUS,Taunsa,20-Aug-22,517704,517704
INDUS,Taunsa,20-Aug-22,517704,517704
INDUS,Taunsa,20-Aug-22,517704,517704
INDUS,Guddu,20-Aug-22,374834,374834
INDUS,Sukkar,20-Aug-22,351102,351102
INDUS,Kotri,20-Aug-22,226287,226287
JHELUM,Kotli,20-Aug-22,-,4620
JHELUM,Mangla,20-Aug-22,20000,11915
JHELUM,Rasul,20-Aug-22,6568,Nil
CHENAB,Marala,20-Aug-22,96256,71927
CHENAB,Khanki,20-Aug-22,65434,58612
CHENAB,Qadirabad,20-Aug-22,67031,51031
CHENAB,Trimmu,20-Aug-22,104921,95825
CHENAB,Punjnad,20-Aug-22,83952,77952
RAVI,Jassar,20-Aug-22,-,16700
RAVI,Shahdara,20-Aug-22,-,9990
RAVI,Balloki,20-Aug-22,31765,4565
RAVI,Sidhnai,20-Aug-22,20413,8463
SUTLEJ,Bhakara**,20-Aug-22,-,-
SUTLEJ,Sulemanki,20-Aug-22,16311,5142
SUTLEJ,Islam,20-Aug-22,3949,2849
INDUS,Kalabagh,20-Aug-22,259643,255143
INDUS,Chashma,20-Aug-22,325255,308830
INDUS,Taunsa,20-Aug-22,517704,517704
INDUS,Guddu,20-Aug-22,374834,374834
INDUS,Sukkar,20-Aug-22,351102,351102
INDUS,Kotri,20-Aug-22,226287,226287
JHELUM,Kotli,20-Aug-22,-,4620
JHELUM,Mangla,20-Aug-22,23000,8815
JHELUM,Rasul,20-Aug-22,6568,-
CHENAB,Marala,20-Aug-22,96256,71656
CHENAB,Khanki,20-Aug-22,70762,63940
CHENAB,Qadirabad,20-Aug-22,67031,51031
CHENAB,Trimmu,20-Aug-22,96926,86333
CHENAB,Punjnad,20-Aug-22,83952,77952
RAVI,Jassar,20-Aug-22,-,17400
RAVI,Shahdara,20-Aug-22,-,14537
RAVI,Balloki,20-Aug-22,31765,4565
RAVI,Sidhnai,20-Aug-22,22640,11690
SUTLEJ,Bhakara**,20-Aug-22,-,-
SUTLEJ,Sulemanki,20-Aug-22,16311,5142
SUTLEJ,Islam,20-Aug-22,3899,2849
INDUS,Kalabagh,21-Aug-22,263256,258756
INDUS,Chashma,21-Aug-22,318152,300152
INDUS,Taunsa,21-Aug-22,510111,510111
INDUS,Taunsa,21-Aug-22,510111,510111
INDUS,Taunsa,21-Aug-22,510111,510111
INDUS,Taunsa,21-Aug-22,510111,510111
INDUS,Taunsa,21-Aug-22,510111,510111
INDUS,Taunsa,21-Aug-22,490488,490488
INDUS,Taunsa,21-Aug-22,490488,490488
INDUS,Taunsa,21-Aug-22,490488,490488
INDUS,Guddu,21-Aug-22,403389,403389
INDUS,Sukkar,21-Aug-22,369233,369233
INDUS,Kotri,21-Aug-22,234044,234044
JHELUM,Kotli,21-Aug-22,-,5120
JHELUM,Mangla,21-Aug-22,48000,8215
JHELUM,Rasul,21-Aug-22,6568,-
CHENAB,Marala,21-Aug-22,111450,86850
CHENAB,Khanki,21-Aug-22,76336,69514
CHENAB,Qadirabad,21-Aug-22,67031,51031
CHENAB,Trimmu,21-Aug-22,88012,77212
CHENAB,Punjnad,21-Aug-22,83952,77952
RAVI,Jassar,21-Aug-22,-,17400
RAVI,Shahdara,21-Aug-22,-,15761
RAVI,Balloki,21-Aug-22,31765,4565
RAVI,Sidhnai,21-Aug-22,24458,13508
SUTLEJ,Bhakara**,21-Aug-22,-,-
SUTLEJ,Sulemanki,21-Aug-22,18715,7300
SUTLEJ,Islam,21-Aug-22,3899,2849
INDUS,Kalabagh,21-Aug-22,258688,254188
INDUS,Chashma,21-Aug-22,304831,286831
INDUS,Taunsa,21-Aug-22,490488,490488
INDUS,Taunsa,21-Aug-22,490488,490488
INDUS,Taunsa,21-Aug-22,543353,543353
INDUS,Guddu,21-Aug-22,412105,412105
INDUS,Sukkar,21-Aug-22,378191,378198
INDUS,Kotri,21-Aug-22,235350,235350
JHELUM,Kotli,21-Aug-22,-,4870
JHELUM,Mangla,21-Aug-22,46000,8915
JHELUM,Rasul,21-Aug-22,6568,Nil
CHENAB,Marala,21-Aug-22,91260,66660
CHENAB,Khanki,21-Aug-22,91556,84605
CHENAB,Qadirabad,21-Aug-22,75574,59574
CHENAB,Trimmu,21-Aug-22,85113,74313
CHENAB,Punjnad,21-Aug-22,90883,84883
RAVI,Jassar,21-Aug-22,-,22300
RAVI,Shahdara,21-Aug-22,-,15761
RAVI,Balloki,21-Aug-22,31765,4565
RAVI,Sidhnai,21-Aug-22,24458,13508
SUTLEJ,Bhakara**,21-Aug-22,60000,20840
SUTLEJ,Sulemanki,21-Aug-22,18715,7300
SUTLEJ,Islam,21-Aug-22,3899,2849
INDUS,Kalabagh,21-Aug-22,258688,254188
INDUS,Chashma,21-Aug-22,317334,299334
INDUS,Taunsa,21-Aug-22,543353,543353
INDUS,Taunsa,21-Aug-22,543353,543353
INDUS,Taunsa,21-Aug-22,550518,550518
INDUS,Guddu,21-Aug-22,453954,453954
INDUS,Sukkar,21-Aug-22,400150,400150
INDUS,Kotri,21-Aug-22,235350,235350
JHELUM,Kotli,21-Aug-22,-,4370
JHELUM,Mangla,21-Aug-22,30000,9315
JHELUM,Rasul,21-Aug-22,6568,Nil
CHENAB,Marala,21-Aug-22,91260,66660
CHENAB,Khanki,21-Aug-22,91556,84605
CHENAB,Qadirabad,21-Aug-22,89892,73892
CHENAB,Trimmu,21-Aug-22,83724,72924
CHENAB,Punjnad,21-Aug-22,96774,90774
RAVI,Jassar,21-Aug-22,-,23700
RAVI,Shahdara,21-Aug-22,-,21756
RAVI,Balloki,21-Aug-22,32820,5420
RAVI,Sidhnai,21-Aug-22,24458,13508
SUTLEJ,Bhakara**,21-Aug-22,60000,20840
SUTLEJ,Sulemanki,21-Aug-22,16557,5142
SUTLEJ,Islam,21-Aug-22,3829,2849
INDUS,Kalabagh,21-Aug-22,264211,259711
INDUS,Chashma,21-Aug-22,325421,307421
INDUS,Taunsa,21-Aug-22,550518,550518
INDUS,Guddu,21-Aug-22,468604,468604
INDUS,Sukkar,21-Aug-22,400150,400150
INDUS,Kotri,21-Aug-22,235350,235350
JHELUM,Kotli,21-Aug-22,-,4620
JHELUM,Mangla,21-Aug-22,30000,10015
JHELUM,Rasul,21-Aug-22,6568,Nil
CHENAB,Marala,21-Aug-22,85680,61080
CHENAB,Khanki,21-Aug-22,77270,70284
CHENAB,Qadirabad,21-Aug-22,85421,69421
CHENAB,Trimmu,21-Aug-22,76956,66156
CHENAB,Punjnad,21-Aug-22,96774,90774
RAVI,Jassar,21-Aug-22,-,21600
RAVI,Shahdara,21-Aug-22,-,21756
RAVI,Balloki,21-Aug-22,33670,6270
RAVI,Sidhnai,21-Aug-22,24458,13508
SUTLEJ,Bhakara**,21-Aug-22,-,-
SUTLEJ,Sulemanki,21-Aug-22,16557,5142
SUTLEJ,Islam,21-Aug-22,3829,2849
INDUS,Kalabagh,22-Aug-22,268963,264463
INDUS,Chashma,22-Aug-22,340843,322843
INDUS,Taunsa,22-Aug-22,550518,550518
INDUS,Taunsa,22-Aug-22,550518,550518
INDUS,Taunsa,22-Aug-22,550518,550518
INDUS,Taunsa,22-Aug-22,550518,550518
INDUS,Taunsa,22-Aug-22,550518,550518
INDUS,Taunsa,22-Aug-22,535318,535318
INDUS,Taunsa,22-Aug-22,535318,535318
INDUS,Taunsa,22-Aug-22,529751,529751
INDUS,Taunsa,22-Aug-22,529751,529751
INDUS,Taunsa,22-Aug-22,529751,529751
INDUS,Guddu,22-Aug-22,482940,482940
INDUS,Sukkar,22-Aug-22,417925,417925
INDUS,Kotri,22-Aug-22,246785,247085
JHELUM,Kotli,22-Aug-22,-,4870
JHELUM,Mangla,22-Aug-22,38000,9915
JHELUM,Rasul,22-Aug-22,6568,Nil
CHENAB,Marala,22-Aug-22,68230,43630
CHENAB,Khanki,22-Aug-22,66239,59253
CHENAB,Qadirabad,22-Aug-22,75574,59574
CHENAB,Trimmu,22-Aug-22,73555,62755
CHENAB,Punjnad,22-Aug-22,96774,90774
RAVI,Jassar,22-Aug-22,-,23700
RAVI,Shahdara,22-Aug-22,-,24104
RAVI,Balloki,22-Aug-22,35680,8280
RAVI,Sidhnai,22-Aug-22,22827,11577
SUTLEJ,Bhakara**,22-Aug-22,-,-
SUTLEJ,Sulemanki,22-Aug-22,16326,4911
SUTLEJ,Islam,22-Aug-22,3829,2849
INDUS,Kalabagh,22-Aug-22,281096,276596
INDUS,Chashma,22-Aug-22,373608,355608
INDUS,Taunsa,22-Aug-22,513143,513143
INDUS,Taunsa,22-Aug-22,513143,513143
INDUS,Taunsa,22-Aug-22,513143,513143
INDUS,Taunsa,22-Aug-22,496074,496074
INDUS,Taunsa,22-Aug-22,496074,496074
INDUS,Taunsa,22-Aug-22,496074,496074
INDUS,Guddu,22-Aug-22,501658,501658
INDUS,Sukkar,22-Aug-22,432537,432537
INDUS,Kotri,22-Aug-22,246785,247085
JHELUM,Kotli,22-Aug-22,-,4620
JHELUM,Mangla,22-Aug-22,34000,11815
JHELUM,Rasul,22-Aug-22,6568,-
CHENAB,Marala,22-Aug-22,68230,43630
CHENAB,Khanki,22-Aug-22,63049,55992
CHENAB,Qadirabad,22-Aug-22,67031,51031
CHENAB,Trimmu,22-Aug-22,73555,62755
CHENAB,Punjnad,22-Aug-22,97374,90774
RAVI,Jassar,22-Aug-22,-,20200
RAVI,Shahdara,22-Aug-22,-,25407
RAVI,Balloki,22-Aug-22,35680,8280
RAVI,Sidhnai,22-Aug-22,22827,11577
SUTLEJ,Bhakara**,22-Aug-22,55302,22820
SUTLEJ,Sulemanki,22-Aug-22,16326,4911
SUTLEJ,Islam,22-Aug-22,3829,2849
INDUS,Kalabagh,22-Aug-22,269873,265373
INDUS,Chashma,22-Aug-22,382306,364306
INDUS,Taunsa,22-Aug-22,496074,496074
INDUS,Taunsa,22-Aug-22,478036,478036
INDUS,Taunsa,22-Aug-22,478036,478036
INDUS,Taunsa,22-Aug-22,465198,465198
INDUS,Taunsa,22-Aug-22,465198,465198
INDUS,Taunsa,22-Aug-22,446321,446321
INDUS,Guddu,22-Aug-22,510433,510433
INDUS,Sukkar,22-Aug-22,455050,455050
INDUS,Kotri,22-Aug-22,251700,252000
JHELUM,Kotli,22-Aug-22,-,4130
JHELUM,Mangla,22-Aug-22,26000,8015
JHELUM,Rasul,22-Aug-22,6768,Nil
CHENAB,Marala,22-Aug-22,80119,53843
CHENAB,Khanki,22-Aug-22,58442,51385
CHENAB,Qadirabad,22-Aug-22,62331,46331
CHENAB,Trimmu,22-Aug-22,73251,61451
CHENAB,Punjnad,22-Aug-22,101437,94837
RAVI,Jassar,22-Aug-22,-,18100
RAVI,Shahdara,22-Aug-22,-,24755
RAVI,Balloki,22-Aug-22,40900,13500
RAVI,Sidhnai,22-Aug-22,15816,3966
SUTLEJ,Bhakara**,22-Aug-22,-,-
SUTLEJ,Sulemanki,22-Aug-22,15463,3949
SUTLEJ,Islam,22-Aug-22,3829,2849
INDUS,Kalabagh,22-Aug-22,269373,265373
INDUS,Chashma,22-Aug-22,392196,374196
INDUS,Taunsa,22-Aug-22,446321,446321
INDUS,Guddu,22-Aug-22,520000,520000
INDUS,Sukkar,22-Aug-22,455050,455050
INDUS,Kotri,22-Aug-22,251700,252000
JHELUM,Kotli,22-Aug-22,-,4130
JHELUM,Mangla,22-Aug-22,27000,9415
JHELUM,Rasul,22-Aug-22,6768,Nil
CHENAB,Marala,22-Aug-22,71005,43630
CHENAB,Khanki,22-Aug-22,49045,41988
CHENAB,Qadirabad,22-Aug-22,53382,37382
CHENAB,Trimmu,22-Aug-22,72909,60109
CHENAB,Punjnad,22-Aug-22,101437,94837
RAVI,Jassar,22-Aug-22,-,16700
RAVI,Shahdara,22-Aug-22,-,24755
RAVI,Balloki,22-Aug-22,40900,13500
RAVI,Sidhnai,22-Aug-22,15766,3966
SUTLEJ,Bhakara**,22-Aug-22,-,-
SUTLEJ,Sulemanki,22-Aug-22,15463,3949
SUTLEJ,Islam,22-Aug-22,3829,2849
INDUS,Kalabagh,23-Aug-22,260597,256097
INDUS,Chashma,23-Aug-22,368668,350668
INDUS,Taunsa,23-Aug-22,446321,446321
INDUS,Taunsa,23-Aug-22,446321,446321
INDUS,Taunsa,23-Aug-22,446321,446321
INDUS,Taunsa,23-Aug-22,446321,446321
INDUS,Taunsa,23-Aug-22,435669,435669
INDUS,Taunsa,23-Aug-22,435669,435669
INDUS,Taunsa,23-Aug-22,435669,435669
INDUS,Taunsa,23-Aug-22,435669,435669
INDUS,Taunsa,23-Aug-22,435669,435669
INDUS,Taunsa,23-Aug-22,435669,435669
INDUS,Guddu,23-Aug-22,550122,550122
INDUS,Sukkar,23-Aug-22,474377,474377
INDUS,Kotri,23-Aug-22,257537,257737
JHELUM,Kotli,23-Aug-22,-,4130
JHELUM,Mangla,23-Aug-22,29000,12155
JHELUM,Rasul,23-Aug-22,6768,Nil
CHENAB,Marala,23-Aug-22,65652,38277
CHENAB,Khanki,23-Aug-22,58442,51385
CHENAB,Qadirabad,23-Aug-22,45808,29808
CHENAB,Trimmu,23-Aug-22,74251,61451
CHENAB,Punjnad,23-Aug-22,101437,94837
RAVI,Jassar,23-Aug-22,-,16700
RAVI,Shahdara,23-Aug-22,-,24104
RAVI,Balloki,23-Aug-22,42020,16420
RAVI,Sidhnai,23-Aug-22,13783,1983
SUTLEJ,Bhakara**,23-Aug-22,-,-
SUTLEJ,Sulemanki,23-Aug-22,15712,4198
SUTLEJ,Islam,23-Aug-22,3829,2849
INDUS,Kalabagh,23-Aug-22,283960,279460
INDUS,Chashma,23-Aug-22,351460,333460
INDUS,Taunsa,23-Aug-22,435669,435669
INDUS,Taunsa,23-Aug-22,435669,435669
INDUS,Taunsa,23-Aug-22,435669,435669
INDUS,Taunsa,23-Aug-22,496074,496074
INDUS,Taunsa,23-Aug-22,434865,434865
INDUS,Taunsa,23-Aug-22,434865,434865
INDUS,Guddu,23-Aug-22,562115,562115
INDUS,Sukkar,23-Aug-22,500065,500065
INDUS,Kotri,23-Aug-22,260763,260963
JHELUM,Kotli,23-Aug-22,-,4620
JHELUM,Mangla,23-Aug-22,28000,12215
JHELUM,Rasul,23-Aug-22,6518,-
CHENAB,Marala,23-Aug-22,60299,32756
CHENAB,Khanki,23-Aug-22,58442,51385
CHENAB,Qadirabad,23-Aug-22,53382,37382
CHENAB,Trimmu,23-Aug-22,74251,61451
CHENAB,Punjnad,23-Aug-22,101437,94837
RAVI,Jassar,23-Aug-22,-,12571
RAVI,Shahdara,23-Aug-22,-,21756
RAVI,Balloki,23-Aug-22,42020,14620
RAVI,Sidhnai,23-Aug-22,13783,1983
SUTLEJ,Bhakara**,23-Aug-22,46700,23346
SUTLEJ,Sulemanki,23-Aug-22,15712,4198
SUTLEJ,Islam,23-Aug-22,3829,2849
INDUS,Kalabagh,23-Aug-22,283960,279460
INDUS,Chashma,23-Aug-22,373325,355325
INDUS,Taunsa,23-Aug-22,434865,434865
INDUS,Taunsa,23-Aug-22,434865,434865
INDUS,Taunsa,23-Aug-22,434865,434865
INDUS,Taunsa,23-Aug-22,434865,434865
INDUS,Taunsa,23-Aug-22,434865,434865
INDUS,Taunsa,23-Aug-22,434865,434865
INDUS,Guddu,23-Aug-22,576075,516075
INDUS,Sukkar,23-Aug-22,523250,523250
INDUS,Kotri,23-Aug-22,267617,267817
JHELUM,Kotli,23-Aug-22,-,4870
JHELUM,Mangla,23-Aug-22,26000,11315
JHELUM,Rasul,23-Aug-22,6368,Nil
CHENAB,Marala,23-Aug-22,71005,43630
CHENAB,Khanki,23-Aug-22,49258,41988
CHENAB,Qadirabad,23-Aug-22,54282,37382
CHENAB,Trimmu,23-Aug-22,77972,64022
CHENAB,Punjnad,23-Aug-22,102437,94837
RAVI,Jassar,23-Aug-22,-,11081
RAVI,Shahdara,23-Aug-22,-,21191
RAVI,Balloki,23-Aug-22,43140,15740
RAVI,Sidhnai,23-Aug-22,13033,1983
SUTLEJ,Bhakara**,23-Aug-22,-,-
SUTLEJ,Sulemanki,23-Aug-22,15860,3949
SUTLEJ,Islam,23-Aug-22,5395,4312
INDUS,Kalabagh,23-Aug-22,284915,280415
INDUS,Chashma,23-Aug-22,390016,372016
INDUS,Taunsa,23-Aug-22,434865,434865
INDUS,Guddu,23-Aug-22,576075,576075
INDUS,Sukkar,23-Aug-22,523250,523250
INDUS,Kotri,23-Aug-22,267617,267817
JHELUM,Kotli,23-Aug-22,-,4620
JHELUM,Mangla,23-Aug-22,24000,10415
JHELUM,Rasul,23-Aug-22,6368,Nil
CHENAB,Marala,23-Aug-22,65652,38277
CHENAB,Khanki,23-Aug-22,49294,41988
CHENAB,Qadirabad,23-Aug-22,43423,25173
CHENAB,Trimmu,23-Aug-22,85984,72034
CHENAB,Punjnad,23-Aug-22,102437,94837
RAVI,Jassar,23-Aug-22,-,10336
RAVI,Shahdara,23-Aug-22,-,20626
RAVI,Balloki,23-Aug-22,43140,15740
RAVI,Sidhnai,23-Aug-22,13955,3308
SUTLEJ,Bhakara**,23-Aug-22,-,-
SUTLEJ,Sulemanki,23-Aug-22,15860,3949
SUTLEJ,Islam,23-Aug-22,5395,4312
INDUS,Kalabagh,24-Aug-22,270873,266373
INDUS,Chashma,24-Aug-22,381510,363510
INDUS,Taunsa,24-Aug-22,434865,434865
INDUS,Taunsa,24-Aug-22,434865,434865
INDUS,Taunsa,24-Aug-22,434865,434865
INDUS,Taunsa,24-Aug-22,434865,434865
INDUS,Taunsa,24-Aug-22,434865,434865
INDUS,Taunsa,24-Aug-22,445360,445360
INDUS,Taunsa,24-Aug-22,445360,445360
INDUS,Taunsa,24-Aug-22,445360,445360
INDUS,Taunsa,24-Aug-22,445360,445360
INDUS,Taunsa,24-Aug-22,445360,445360
INDUS,Taunsa,24-Aug-22,445360,445360
INDUS,Guddu,24-Aug-22,546978,546978
INDUS,Sukkar,24-Aug-22,559816,559816
INDUS,Kotri,24-Aug-22,270958,271158
JHELUM,Kotli,24-Aug-22,-,4620
JHELUM,Mangla,24-Aug-22,40000,9455
JHELUM,Rasul,24-Aug-22,6368,Nil
CHENAB,Marala,24-Aug-22,60277,32924
CHENAB,Khanki,24-Aug-22,47866,40560
CHENAB,Qadirabad,24-Aug-22,44773,25173
CHENAB,Trimmu,24-Aug-22,88191,74241
CHENAB,Punjnad,24-Aug-22,101125,93525
RAVI,Jassar,24-Aug-22,-,10336
RAVI,Shahdara,24-Aug-22,-,20626
RAVI,Balloki,24-Aug-22,43140,15740
RAVI,Sidhnai,24-Aug-22,15938,5288
SUTLEJ,Bhakara**,24-Aug-22,-,-
SUTLEJ,Sulemanki,24-Aug-22,16109,4198
SUTLEJ,Islam,24-Aug-22,5395,4312
INDUS,Kalabagh,24-Aug-22,283051,278551
INDUS,Chashma,24-Aug-22,346439,328439
INDUS,Taunsa,24-Aug-22,445360,445360
INDUS,Taunsa,24-Aug-22,445360,445360
INDUS,Taunsa,24-Aug-22,487989,487989
INDUS,Taunsa,24-Aug-22,513939,513939
INDUS,Taunsa,24-Aug-22,548448,548448
INDUS,Taunsa,24-Aug-22,548448,548448
INDUS,Guddu,24-Aug-22,540690,540690
INDUS,Sukkar,24-Aug-22,567010,567010
INDUS,Kotri,24-Aug-22,279339,279539
JHELUM,Kotli,24-Aug-22,-,7580
JHELUM,Mangla,24-Aug-22,39000,10815
JHELUM,Rasul,24-Aug-22,6368,-
CHENAB,Marala,24-Aug-22,60299,32924
CHENAB,Khanki,24-Aug-22,52272,44942
CHENAB,Qadirabad,24-Aug-22,36937,16937
CHENAB,Trimmu,24-Aug-22,88191,74241
CHENAB,Punjnad,24-Aug-22,90540,82940
RAVI,Jassar,24-Aug-22,-,12571
RAVI,Shahdara,24-Aug-22,-,21191
RAVI,Balloki,24-Aug-22,43140,15740
RAVI,Sidhnai,24-Aug-22,16199,5949
SUTLEJ,Bhakara**,24-Aug-22,-,-
SUTLEJ,Sulemanki,24-Aug-22,16109,4198
SUTLEJ,Islam,24-Aug-22,5395,4312
INDUS,Kalabagh,24-Aug-22,259688,255188
INDUS,Chashma,24-Aug-22,343198,325198
INDUS,Taunsa,24-Aug-22,548448,548448
INDUS,Taunsa,24-Aug-22,517731,517731
INDUS,Taunsa,24-Aug-22,517731,517731
INDUS,Taunsa,24-Aug-22,548448,548448
INDUS,Taunsa,24-Aug-22,484045,484045
INDUS,Taunsa,24-Aug-22,484045,484045
INDUS,Guddu,24-Aug-22,523983,523983
INDUS,Sukkar,24-Aug-22,567010,567010
INDUS,Kotri,24-Aug-22,290745,290745
JHELUM,Kotli,24-Aug-22,-,8170
JHELUM,Mangla,24-Aug-22,31000,15415
JHELUM,Rasul,24-Aug-22,8368,Nil
CHENAB,Marala,24-Aug-22,93441,66066
CHENAB,Khanki,24-Aug-22,49318,41988
